ID,sex,age,Born in the US? ,num children,Degree,Years of school,Redistribution good,God,Happy,science spending,afterlife
717,female,55,Yes,0,Less than High School,9,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
718,female,37,Yes,3,High School,12,agree,Belief in a higher power,pretty happy,spending too little,Yes
719,male,49,Yes,7,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
720,male,67,Yes,2,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
721,female,52,Yes,4,Graduate degree,18,agree,Believe without a doubt,not too happy,spending too little,Yes
722,female,72,Yes,2,Associates,14,agree,"Believe, but with some doubts",Very happy,spending too little,Yes
723,female,71,Yes,2,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
724,female,64,Yes,3,High School,12,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
725,female,44,Yes,1,High School,13,disagree,Believe without a doubt,pretty happy,spending too little,Yes
726,male,74,Yes,3,Bachelors,16,agree,"Believe, but with some doubts",Very happy,spending about the right amount,No
727,male,20,Yes,0,Less than High School,10,unsure,Atheist,not too happy,spending about the right amount,No
728,male,33,Yes,1,High School,13,unsure,Belief in a higher power,pretty happy,spending too little,Yes
729,female,45,Yes,2,Associates,14,unsure,Believe without a doubt,not too happy,spending about the right amount,Yes
730,female,77,Yes,2,High School,13,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
731,female,54,Yes,0,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
732,female,48,Yes,4,Associates,13,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
733,male,46,Yes,2,High School,14,unsure,Believe without a doubt,Very happy,spending about the right amount,Yes
734,female,46,Yes,1,High School,12,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
735,female,32,Yes,1,High School,14,disagree,Believe without a doubt,Very happy,spending too much,Yes
736,female,32,No,0,Graduate degree,18,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
737,female,40,Yes,1,High School,12,agree,"Believe, but with some doubts",pretty happy,spending too much,No
738,male,24,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending too little,No
739,female,63,Yes,3,High School,14,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
740,male,39,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",not too happy,spending too little,No
741,female,71,Yes,2,Associates,16,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
742,female,48,Yes,3,High School,13,agree,Believe without a doubt,Very happy,spending too little,Yes
743,male,66,Yes,2,High School,13,agree,Belief in a higher power,Very happy,spending too little,Yes
744,female,63,Yes,1,Bachelors,20,unsure,Believe without a doubt,not too happy,spending too little,Yes
745,female,74,Yes,2,Associates,14,disagree,Believe without a doubt,not too happy,spending too little,Yes
746,female,63,Yes,0,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
747,male,52,No,0,Graduate degree,18,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
748,male,21,Yes,0,Less than High School,11,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
749,male,81,Yes,3,High School,12,agree,Belief in a higher power,Very happy,spending too little,Yes
750,male,33,Yes,0,Bachelors,17,agree,Believe without a doubt,pretty happy,spending too much,Yes
751,female,62,Yes,1,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
752,female,56,Yes,4,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,No
753,female,57,Yes,2,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
754,male,35,Yes,1,Bachelors,16,disagree,"Believe, but with some doubts",Very happy,spending too little,Yes
755,male,36,Yes,3,High School,14,disagree,Atheist,pretty happy,spending about the right amount,No
756,male,69,Yes,2,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
757,male,52,Yes,2,Bachelors,16,unsure,"Believe, but with some doubts",not too happy,spending about the right amount,No
758,female,41,Yes,1,Bachelors,16,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
759,male,67,Yes,2,High School,12,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
760,male,48,Yes,2,Associates,16,disagree,Believe without a doubt,pretty happy,spending too little,Yes
761,male,54,Yes,2,Bachelors,20,unsure,"Don't know, no way to find out",not too happy,spending about the right amount,No
762,female,36,Yes,0,High School,12,unsure,Believe without a doubt,pretty happy,spending too little,Yes
763,female,59,Yes,8,Less than High School,9,agree,Believe without a doubt,not too happy,spending too little,Yes
764,male,29,Yes,1,Less than High School,12,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
765,female,39,Yes,4,High School,11,agree,Believe without a doubt,not too happy,spending too little,Yes
766,male,77,Yes,3,Graduate degree,18,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
767,female,45,Yes,3,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
768,male,53,Yes,2,Graduate degree,18,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
769,female,59,Yes,2,High School,12,agree,Believe in god sometimes,Very happy,spending about the right amount,Yes
770,female,29,Yes,2,Graduate degree,18,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
771,female,60,Yes,2,High School,14,agree,Believe without a doubt,pretty happy,spending too little,Yes
772,female,59,Yes,0,High School,13,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
773,male,89,Yes,2,Bachelors,16,agree,Believe without a doubt,not too happy,spending too little,Yes
774,female,64,Yes,6,High School,11,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
775,male,69,Yes,4,High School,14,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
776,female,66,Yes,3,High School,14,agree,Believe without a doubt,pretty happy,spending too much,Yes
777,male,66,Yes,5,High School,13,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
778,female,39,Yes,1,Bachelors,16,agree,Believe without a doubt,not too happy,spending too little,Yes
779,female,62,Yes,2,Associates,13,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
780,female,70,Yes,3,High School,14,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
781,female,32,Yes,0,Bachelors,18,agree,Belief in a higher power,Very happy,spending too little,Yes
782,male,26,Yes,2,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
783,female,46,Yes,1,High School,14,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
784,female,57,Yes,2,High School,13,disagree,Believe without a doubt,pretty happy,spending too little,Yes
785,female,43,Yes,2,High School,13,unsure,Believe without a doubt,pretty happy,spending too little,Yes
786,female,61,Yes,2,Graduate degree,18,disagree,Believe without a doubt,Very happy,spending too little,Yes
787,male,40,Yes,1,Bachelors,16,agree,Atheist,not too happy,spending about the right amount,No
788,female,53,Yes,4,Bachelors,16,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
789,female,75,Yes,6,Bachelors,18,agree,Believe without a doubt,not too happy,spending too little,No
790,female,73,Yes,2,High School,13,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
791,female,30,Yes,0,Bachelors,18,agree,Atheist,not too happy,spending too little,No
792,female,89,Yes,6,High School,12,disagree,Believe without a doubt,pretty happy,spending too much,Yes
793,male,39,Yes,0,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
794,female,56,Yes,3,Bachelors,18,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
795,male,76,Yes,0,Less than High School,10,agree,Believe without a doubt,not too happy,spending too much,Yes
796,female,60,Yes,2,High School,13,agree,Belief in a higher power,Very happy,spending too little,Yes
797,male,48,Yes,2,High School,15,agree,Atheist,pretty happy,spending about the right amount,No
798,male,40,Yes,2,Associates,16,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
799,male,31,Yes,2,Associates,14,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
800,female,79,Yes,0,High School,14,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
801,female,61,Yes,3,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
802,female,33,Yes,3,High School,13,disagree,Believe without a doubt,pretty happy,spending too little,Yes
803,male,86,Yes,3,Graduate degree,14,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
804,female,59,Yes,3,Graduate degree,18,agree,Belief in a higher power,Very happy,spending too little,Yes
805,female,41,Yes,5,Bachelors,16,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
806,male,82,Yes,2,Graduate degree,20,disagree,Believe without a doubt,Very happy,spending too little,Yes
807,female,29,Yes,8,High School,14,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
808,female,66,Yes,1,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too much,Yes
809,female,42,Yes,3,High School,13,agree,"Believe, but with some doubts",not too happy,spending too little,No
810,male,81,Yes,7,High School,12,agree,"Believe, but with some doubts",pretty happy,spending too little,No
811,male,73,Yes,0,High School,13,disagree,Believe without a doubt,pretty happy,spending too little,Yes
812,male,40,Yes,3,High School,14,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
813,female,87,Yes,2,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
814,male,60,Yes,3,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,No
815,male,47,Yes,0,High School,14,agree,Belief in a higher power,pretty happy,spending too little,Yes
816,male,77,Yes,0,High School,12,unsure,Believe without a doubt,pretty happy,spending too much,Yes
817,male,72,Yes,2,Bachelors,16,unsure,"Believe, but with some doubts",Very happy,spending too little,Yes
818,female,72,Yes,2,High School,12,disagree,Believe in god sometimes,pretty happy,spending about the right amount,No
819,female,29,Yes,0,Bachelors,17,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
820,female,41,Yes,2,Associates,16,disagree,Believe without a doubt,pretty happy,spending too little,Yes
821,male,61,Yes,6,Bachelors,16,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
822,male,63,Yes,0,Graduate degree,20,disagree,"Don't know, no way to find out",not too happy,spending about the right amount,No
823,male,42,Yes,3,Graduate degree,17,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
824,female,62,Yes,6,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
825,male,26,Yes,0,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
826,female,27,No,0,Bachelors,16,unsure,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
827,female,71,Yes,3,High School,15,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
828,female,62,Yes,2,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
